id,id_item,id_upgrade_base
1504,89479,451
1505,89480,451
1506,89481,451
1507,89482,451
1508,89483,451
1509,89484,451
1510,89485,451
1511,89486,451
1512,89487,451
1513,89488,451
1514,89489,451
1515,89490,451
1516,89491,451
1517,89492,451
1518,89493,451
1519,89494,451
1520,89495,451
1521,89496,451
1522,89497,451
1523,89498,451
1524,89499,451
1525,89500,451
1526,89501,451
1527,89502,451
1528,89503,451
1529,89504,451
1530,89505,451
1531,89506,451
1532,89507,451
1533,89508,451
1534,89509,451
1535,89510,451
1536,89511,451
1537,89522,451
1538,89523,451
1539,89524,451
1540,89525,451
1541,89526,451
1542,89527,451
1543,89528,451
1544,89529,451
1545,89530,451
1546,89531,451
1547,89532,451
1548,89533,451
1549,89534,451
1550,89535,451
1551,89537,451
1552,89611,451
1553,89642,451
1554,89643,451
1555,89644,451
1556,89645,451
1557,89646,451
1558,89647,451
1559,89648,451
1560,89649,451
1561,89650,451
1562,89651,451
1563,89652,451
1564,89653,451
1565,89654,451
1566,89655,451
1567,89656,451
1568,89657,451
1569,89658,451
1570,89659,451
1571,89660,451
1572,89661,451
1573,89662,451
1574,89663,451
1575,89664,451
1576,89665,451
1577,89666,451
1578,89667,451
1579,89668,451
1580,89669,451
1581,89670,451
1582,89671,451
1583,89672,451
1584,89673,451
1585,89684,451
1586,89685,451
1587,90597,451
1588,90598,451
1589,90599,451
1590,90600,451
1591,90601,451
1592,90602,451
1593,90603,451
1594,90607,451
1595,90609,451
1962,93125,451
1963,93126,451
1964,93127,451
1965,93128,451
1966,93129,451
1967,93130,451
1968,93131,451
1969,93132,451
1970,93133,451
1971,93134,451
1972,93135,451
1973,93136,451
1974,93137,451
1975,93138,451
1976,93139,451
1977,93140,451
1978,93141,451
1979,93142,451
1980,93143,451
1981,93144,451
1982,93145,451
2004,93048,445
2005,93049,445
2006,93050,445
2007,93051,445
2008,93052,445
2009,93053,445
2010,93054,445
2011,93055,445
2012,93056,445
2013,93057,445
2014,93058,445
2015,93059,445
2016,93060,445
2017,93061,445
2018,93062,445
2019,93063,445
2020,93064,445
2021,93065,445
2022,93066,445
2023,93067,445
2024,93068,445
2025,93069,445
2026,93070,445
2027,93071,445
2028,93072,445
2029,93073,445
2030,93074,445
2031,93075,445
2032,93076,445
2033,93077,445
2034,93078,445
2035,93079,445
2036,93080,445
2037,93081,445
2038,93082,445
2039,93083,445
2040,93084,445
2041,93085,445
2042,93086,445
2043,93087,445
2044,93088,445
2045,93089,445
2046,93090,445
2047,93091,445
2048,93092,445
2049,93093,445
2050,93094,445
2051,93095,445
2052,93096,445
2053,93097,445
2054,93098,445
2055,93099,445
2056,93100,445
2057,93101,445
2058,93102,445
2059,93103,445
2060,93104,445
2061,93105,445
2062,93106,445
2063,93107,445
2064,93108,445
2065,93109,445
2066,93110,445
2067,93111,445
2068,93112,445
2069,93113,445
2070,93114,445
2071,93115,445
2072,93116,445
2073,93117,445
2074,93118,445
2075,93119,445
2076,93120,445
2077,93121,445
2078,93122,445
2079,93123,445
2156,84711,453
2157,84712,453
2158,84713,453
2159,84714,453
2160,84715,453
2161,84785,453
2162,84786,453
2163,84787,453
2164,84788,453
2165,84789,453
2166,84790,453
2167,84791,453
2168,84792,453
2169,84793,453
2170,84794,453
2171,84795,453
2172,84796,453
2173,84797,453
2174,84798,453
2175,84799,453
2176,84800,453
2177,84801,453
2178,84802,453
2179,84803,453
2180,84804,453
2181,84805,453
2182,84806,453
2183,84807,453
2184,84808,453
2185,84809,453
2186,84810,453
2187,84811,453
2188,84812,453
2189,84813,453
2190,84814,453
2191,84815,453
2192,84816,453
2193,84817,453
2194,84818,453
2195,84819,453
2196,84820,453
2197,84821,453
2198,84822,453
2199,84823,453
2200,84824,453
2201,84825,453
2202,84826,453
2203,84827,453
2204,84828,453
2205,84829,453
2206,84830,453
2207,84831,453
2208,84832,453
2209,84833,453
2210,84834,453
2211,84835,453
2212,84836,453
2213,84837,453
2214,84838,453
2215,84839,453
2216,84840,453
2217,84841,453
2218,84842,453
2219,84843,453
2220,84844,453
2221,84845,453
2222,84846,453
2223,84847,453
2224,84848,453
2225,84849,453
2226,84850,453
2227,84851,453
2228,84852,453
2229,84853,453
2230,84854,453
2231,84855,453
2232,84856,453
2233,84857,453
2234,84858,453
2235,84859,453
2236,84860,453
2237,84861,453
2238,84862,453
2239,84863,453
2240,84864,453
2241,84865,453
2242,84866,453
2243,84867,453
2244,84868,453
2245,84869,453
2246,84870,453
2247,84871,453
2248,84872,453
2249,84873,453
2250,84874,453
2251,84875,453
2252,84876,453
2253,84877,453
2254,84878,453
2255,84879,453
2256,84880,453
2257,84881,453
2258,84882,453
2259,84883,453
2260,84884,453
2261,84885,453
2262,84886,453
2263,84887,453
2264,84888,453
2265,84889,453
2266,84890,453
2267,84891,453
2268,84892,453
2269,84893,453
2270,84894,453
2271,84895,453
2272,84896,453
2273,84897,453
2274,84898,453
2275,84899,453
2276,84900,453
2277,84901,453
2278,84902,453
2279,84903,453
2280,84904,453
2281,84905,453
2282,84906,453
2283,84907,453
2284,84908,453
2285,84909,453
2286,84910,453
2287,84911,453
2288,84912,453
2289,84913,453
2290,84914,453
2291,84915,453
2292,84916,453
2293,84917,453
2294,84918,453
2295,84919,453
2296,84920,453
2297,84921,453
2298,84922,453
2299,84923,453
2300,84924,453
2301,84925,453
2302,84926,453
2303,84927,453
2304,84928,453
2305,84929,453
2306,84930,453
2307,84931,453
2308,84932,453
2309,84933,453
2310,84934,453
2311,84935,453
2312,84936,453
2313,84937,453
2314,84938,453
2315,84939,453
2316,84940,453
2317,84941,453
2318,84942,453
2319,84943,453
2320,84944,453
2321,84945,453
2322,84946,453
2323,84947,453
2324,84948,453
2325,84949,453
2326,84950,453
2327,84951,453
2328,84952,453
2329,84953,453
2330,84954,453
2331,84955,453
2332,84956,453
2333,84957,453
2334,84958,453
2335,84959,453
2336,84960,453
2337,84961,453
2339,84963,453
2340,84964,453
2341,84965,453
2342,84966,453
2343,84967,453
2344,84968,453
2345,84969,453
2346,84970,453
2347,84971,453
2348,84972,453
2349,84973,453
2350,84974,453
2351,84975,453
2352,84976,453
2353,84977,453
2354,84978,453
2355,84979,453
2356,84980,453
2357,84981,453
2358,84982,453
2359,84983,453
2360,84984,453
2361,84985,453
2362,84986,453
2363,84987,453
2364,84988,453
2365,84989,453
2366,84990,453
2367,84991,453
2368,84992,453
2369,84993,453
2370,84994,453
2371,84995,453
2372,84996,453
2373,84997,453
2374,84998,453
2375,84999,453
2376,85000,453
2377,85001,453
2378,85002,453
2379,85003,453
2380,85004,453
2381,85005,453
2382,85006,453
2383,85007,453
2384,85008,453
2385,85009,453
2386,85010,453
2387,85011,453
2388,85012,453
2389,85013,453
2390,85014,453
2391,85015,453
2392,85016,453
2393,85017,453
2394,85018,453
2395,85019,453
2396,85020,453
2397,85021,453
2398,85022,453
2399,85023,453
2400,85024,453
2401,85025,453
2402,85026,453
2403,85027,453
2404,85028,453
2405,85029,453
2406,85030,453
2407,85031,453
2408,85032,453
2409,85033,453
2410,85034,453
2411,85035,453
2412,85036,453
2413,85037,453
2414,85038,453
2415,85039,453
2416,85040,453
2417,85041,453
2418,85042,453
2419,85043,453
2420,85044,453
2421,85045,453
2422,85046,453
2423,85047,453
2424,85048,453
2425,85049,453
2426,85050,453
2427,85051,453
2428,85052,453
2429,85053,453
2430,85054,453
2431,85055,453
2432,85056,453
2433,85057,453
2434,85058,453
2435,85059,453
2436,85060,453
2437,85061,453
2438,85062,453
2439,85063,453
2440,85064,453
2441,85065,453
2442,85066,453
2443,85067,453
2444,85068,453
2445,85069,453
2446,85070,453
2447,85071,453
2448,85072,453
2449,85073,453
2450,85074,453
2451,85075,453
2452,85076,453
2453,85077,453
2454,85078,453
2455,85079,453
2456,85080,453
2457,85081,453
2458,85082,453
2459,85083,453
2460,85084,453
2461,85085,453
2462,85086,453
2463,85087,453
2464,85088,453
2465,85089,453
2466,85090,453
2467,85091,453
2468,85092,453
2469,85093,453
2470,85094,453
2471,85095,453
2472,85096,453
2473,85097,453
2474,85098,453
2475,85099,453
2476,85100,453
2477,85101,453
2478,85102,453
2479,85103,453
2480,85104,453
2481,85105,453
2482,85106,453
2483,85107,453
2484,85108,453
2485,85109,453
2486,85110,453
2487,85111,453
2488,85112,453
2489,85113,453
2490,85114,453
2491,85115,453
2492,85116,453
2493,85117,453
2494,85118,453
2495,85119,453
2496,85120,453
2497,85121,453
2498,85122,453
2499,85123,453
2500,85124,453
2501,85125,453
2502,85126,453
2503,85127,453
2504,85128,453
2505,85129,453
2506,85130,453
2507,85131,453
2508,85132,453
2509,85133,453
2510,85134,453
2511,85135,453
2512,85136,453
2513,85137,453
2872,84344,456
2873,84345,456
2874,84346,456
2875,84347,456
2876,84348,456
2877,84349,456
2878,84351,456
2879,84352,456
2880,84353,456
2881,84354,456
2882,84355,456
2883,84356,456
2884,84357,456
2885,84358,456
2886,84359,456
2887,84360,456
2888,84361,456
2889,84362,456
2890,84363,456
2891,84364,456
2892,84365,456
2893,84366,456
2894,84367,456
2895,84369,456
2896,84370,456
2897,84371,456
2898,84372,456
2899,84373,456
2900,84374,456
2901,84375,456
2902,84376,456
2903,84377,456
2904,84378,456
2905,84379,456
2906,84380,456
2907,84381,456
2908,84382,456
2909,84383,456
2910,84384,456
2911,84385,456
2912,84386,456
2913,84387,456
2914,84388,456
2915,84389,456
2916,84390,456
2917,84391,456
2918,84392,456
2919,84393,456
2920,84394,456
2921,84395,456
2922,84396,456
2923,84397,456
2924,84399,456
2925,84400,456
2926,84401,456
2927,84402,456
2928,84403,456
2929,84404,456
2930,84405,456
2931,84406,456
2932,84407,456
2933,84408,456
2934,84409,456
2935,84410,456
2936,84411,456
2937,84412,456
2938,84413,456
2939,84414,456
2940,84415,456
2941,84416,456
2942,84417,456
2943,84418,456
2944,84419,456
2945,84420,456
2946,84421,456
2947,84422,456
2948,84423,456
2949,84424,456
2950,84425,456
2951,84426,456
2952,84427,456
2953,84428,456
2954,84429,456
2955,84430,456
2956,84431,456
2957,84432,456
2958,84433,456
2959,84434,456
2960,84435,456
2961,84436,456
2962,84437,456
2963,84438,456
2964,84439,456
2965,84440,456
2966,84441,456
2967,84442,456
2968,84443,456
2969,84444,456
2970,84445,456
2971,84446,456
2972,84447,456
2973,84448,456
2974,84449,456
2975,84450,456
2976,84451,456
2977,84452,456
2978,84453,456
2979,84454,456
2980,84455,456
2981,84456,456
2982,84457,456
2983,84458,456
2984,84459,456
2985,84460,456
2986,84461,456
2987,84462,456
2988,84463,456
2989,84464,456
2990,84465,456
2991,84466,456
2992,84467,456
2993,84468,456
2994,84469,456
2995,84470,456
2996,84471,456
2997,84472,456
2998,84473,456
2999,84474,456
3000,84475,456
3001,84476,456
3002,84477,456
3003,84478,456
3004,84479,456
3005,84480,456
3006,84481,456
3007,84482,456
3008,84483,456
3009,84484,456
3010,84485,456
3011,84486,456
3012,84487,456
3013,84488,456
3014,84489,456
3015,84490,456
3016,84491,456
3017,84492,456
3018,84493,456
3019,84494,456
3020,84495,456
3021,84497,456
3022,84498,456
3023,84499,456
3024,84500,456
3025,84501,456
3026,84502,456
3027,84503,456
3028,84504,456
3029,84505,456
3030,84506,456
3031,84507,456
3032,84508,456
3033,84543,456
3034,84544,456
3035,84545,456
3036,84546,456
3037,84547,456
3038,84548,456
3039,84549,456
3040,84550,456
3041,84551,456
3042,84552,456
3043,84695,456
3044,84696,456
3045,84697,456
3046,84698,456
3047,84699,456
3048,84700,456
3049,84701,456
3050,84702,456
3051,84703,456
3052,84704,456
3053,84705,456
3054,84706,456
3055,84707,456
3056,84708,456
3057,84709,456
3058,84710,456
3059,84716,456
3060,84717,456
3061,84718,456
3062,84719,456
3063,84720,456
3064,84721,456
3065,84722,456
3066,84723,456
3067,84724,456
3068,84725,456
3069,88171,456
3070,88172,456
3071,88173,456
3072,88174,456
3073,88175,456
3074,88176,456
3075,88177,456
3076,88178,456
3077,88179,456
3078,88180,456
9866,77533,445
9867,77534,445
9868,77535,445
9869,77536,445
9870,77537,445
9871,77538,445
9872,77539,445
9873,79327,445
9874,79328,445
9875,79329,445
9876,79330,445
9877,79331,445
9878,79334,445
9879,79335,445
9880,79340,445
9881,79341,445
9882,79343,445
9883,82437,445
9884,82438,445
9885,82439,445
9886,82440,445
9887,82859,445
9888,82975,445
9889,82976,445
9890,82977,445
9891,82978,445
9892,82979,445
9893,82980,445
9894,85284,445
9895,85285,445
9896,85286,445
9897,85287,445
9898,85288,445
9899,85289,445
9900,85290,445
9901,85291,445
9902,85292,445
9903,85293,445
9904,85294,445
9905,85295,445
9906,85296,445
9907,85297,445
9908,85298,445
9909,85299,445
9910,85300,445
9911,85301,445
9912,85302,445
9913,85303,445
9914,85304,445
9915,85305,445
9916,85306,445
9917,85307,445
9918,85308,445
9919,85309,445
9920,85310,445
9921,85311,445
9922,85312,445
9923,85313,445
9924,85314,445
9925,85315,445
9926,85316,445
9927,85317,445
9928,85318,445
9929,85319,445
9930,85320,445
9931,85321,445
9932,85322,445
9933,85323,445
9934,85324,445
9935,85325,445
9936,85326,445
9937,85327,445
9938,85328,445
9939,85329,445
9940,85330,445
9941,85331,445
9942,85332,445
9943,85333,445
9944,85334,445
9945,85335,445
9946,85336,445
9947,85337,445
9948,85338,445
9949,85339,445
9950,85340,445
9951,85341,445
9952,85342,445
9953,85343,445
9954,85344,445
9955,85345,445
9956,85346,445
9957,85347,445
9958,85348,445
9959,85349,445
9960,85350,445
9961,85351,445
9962,85352,445
9963,85353,445
9964,85354,445
9965,85355,445
9966,85356,445
9967,85357,445
9968,85358,445
9969,85359,445
9970,85360,445
9971,85361,445
9972,85362,445
9973,85363,445
9974,85364,445
9975,85365,445
9976,85366,445
9977,85367,445
9978,85368,445
9979,85369,445
9980,85370,445
9981,85371,445
9982,85372,445
9983,85373,445
9984,85374,445
9985,85375,445
9986,85376,445
9987,85377,445
9988,85378,445
9989,85379,445
9990,85380,445
9991,85381,445
9992,85382,445
9993,85383,445
9994,85384,445
9995,85385,445
9996,85386,445
9997,85387,445
9998,85388,445
9999,85389,445
10000,85390,445
10001,85391,445
10002,85392,445
10003,85393,445
10004,85394,445
10005,85395,445
10006,85396,445
10007,85397,445
10008,85398,445
10009,85787,445
10010,85788,445
10011,85821,445
10012,85822,445
10013,85823,445
10014,85824,445
10015,85825,445
10016,85826,445
10017,85827,445
10018,85828,445
10019,85829,445
10020,85830,445
10021,85831,445
10022,85840,445
10023,85849,445
10024,85850,445
10025,85980,445
10026,85982,445
10027,85983,445
10028,85984,445
10029,85985,445
10030,85986,445
10031,85987,445
10032,85988,445
10033,85989,445
10034,85990,445
10035,85991,445
10036,85992,445
10037,85993,445
10038,85994,445
10039,85995,445
10040,85996,445
10041,85997,445
10042,86027,445
10043,86038,445
10044,86039,445
10045,86040,445
10046,86041,445
10047,86042,445
10048,86043,445
10049,86044,445
10050,86045,445
10051,86046,445
10052,86047,445
10053,86071,445
10054,86075,445
10055,86076,445
10056,86080,445
10057,86081,445
10058,86082,445
10059,86083,445
10060,86084,445
10061,86086,445
10062,86127,445
10063,86128,445
10064,86129,445
10065,86130,445
10066,86131,445
10067,86132,445
10068,86133,445
10069,86135,445
10070,86136,445
10071,86137,445
10072,86138,445
10073,86139,445
10074,86140,445
10075,86141,445
10076,86142,445
10077,86144,445
10078,86145,445
10079,86146,445
10080,86147,445
10081,86148,445
10082,86149,445
10083,86150,445
10084,86151,445
10085,86152,445
10086,86153,445
10087,86154,445
10088,86155,445
10089,86156,445
10090,86157,445
10091,86158,445
10092,86159,445
10093,86160,445
10094,86161,445
10095,86162,445
10096,86163,445
10097,86164,445
10098,86165,445
10099,86166,445
10100,86167,445
10101,86168,445
10102,86169,445
10103,86170,445
10104,86171,445
10105,86172,445
10106,86173,445
10107,86174,445
10108,86175,445
10109,86176,445
10110,86177,445
10111,86178,445
10112,86179,445
10113,86180,445
10114,86181,445
10115,86182,445
10116,86183,445
10117,86184,445
10118,86185,445
10119,86186,445
10120,86187,445
10121,86188,445
10122,86189,445
10123,86190,445
10124,86191,445
10125,86192,445
10126,86200,445
10127,86201,445
10128,86202,445
10129,86203,445
10130,86204,445
10131,86205,445
10132,86210,445
10133,86211,445
10134,86212,445
10135,86213,445
10136,86214,445
10137,86217,445
10138,86219,445
10139,86226,445
10140,86227,445
10141,86228,445
10142,86229,445
10143,86230,445
10144,86231,445
10145,86232,445
10146,86233,445
10147,86234,445
10148,86311,445
10149,86312,445
10150,86313,445
10151,86314,445
10152,86315,445
10153,86316,445
10154,86317,445
10155,86318,445
10156,86319,445
10157,86320,445
10158,86321,445
10159,86322,445
10160,86323,445
10161,86324,445
10162,86325,445
10163,86326,445
10164,86327,445
10165,86328,445
10166,86329,445
10167,86330,445
10168,86331,445
10169,86332,445
10170,86333,445
10171,86334,445
10172,86335,445
10173,86336,445
10174,86337,445
10175,86338,445
10176,86339,445
10177,86340,445
10178,86341,445
10179,86342,445
10180,86343,445
10181,86383,445
10182,86384,445
10183,86385,445
10184,86386,445
10185,86387,445
10186,86388,445
10187,86389,445
10188,86390,445
10189,86391,445
10190,86513,445
10191,86514,445
10192,86624,445
10193,86625,445
10194,86626,445
10195,86627,445
10196,86628,445
10197,86629,445
10198,86630,445
10199,86631,445
10200,86632,445
10201,86633,445
10202,86634,445
10203,86635,445
10204,86636,445
10205,86637,445
10206,86638,445
10207,86639,445
10208,86640,445
10209,86641,445
10210,86642,445
10211,86643,445
10212,86644,445
10213,86645,445
10214,86646,445
10215,86647,445
10216,86648,445
10217,86649,445
10218,86650,445
10219,86651,445
10220,86652,445
10221,86653,445
10222,86654,445
10223,86655,445
10224,86656,445
10225,86657,445
10226,86658,445
10227,86659,445
10228,86660,445
10229,86661,445
10230,86662,445
10231,86663,445
10232,86664,445
10233,86665,445
10234,86666,445
10235,86667,445
10236,86668,445
10237,86669,445
10238,86670,445
10239,86671,445
10240,86672,445
10241,86673,445
10242,86674,445
10243,86675,445
10244,86676,445
10245,86677,445
10246,86678,445
10247,86679,445
10248,86680,445
10249,86681,445
10250,86682,445
10251,86683,445
10252,86684,445
10253,86685,445
10254,86686,445
10255,86687,445
10256,86688,445
10257,86689,445
10258,86690,445
10259,86691,445
10260,86692,445
10261,86693,445
10262,86694,445
10263,86695,445
10264,86696,445
10265,86697,445
10266,86698,445
10267,86699,445
10268,86700,445
10269,86701,445
10270,86702,445
10271,86703,445
10272,86704,445
10273,86705,445
10274,86706,445
10275,86707,445
10276,86708,445
10277,86709,445
10278,86710,445
10279,86711,445
10280,86712,445
10281,86713,445
10282,86714,445
10283,86715,445
10284,86716,445
10285,86717,445
10286,86718,445
10287,86719,445
10288,86720,445
10289,86721,445
10290,86722,445
10291,86723,445
10292,86724,445
10293,86725,445
10294,86726,445
10295,86727,445
10296,86728,445
10297,86729,445
10298,86730,445
10299,86731,445
10300,86732,445
10301,86733,445
10302,86734,445
10303,86735,445
10304,86736,445
10305,86737,445
10306,86738,445
10307,86749,445
10308,86750,445
10309,86751,445
10310,86752,445
10311,86753,445
10312,86754,445
10313,86755,445
10314,86756,445
10315,86757,445
10316,86758,445
10317,86759,445
10318,86760,445
10319,86761,445
10320,86762,445
10321,86763,445
10322,86764,445
10323,86765,445
10324,86766,445
10325,86767,445
10326,86768,445
10327,86769,445
10328,86770,445
10329,86771,445
10330,86772,445
10331,86773,445
10332,86774,445
10333,86775,445
10334,86776,445
10335,86777,445
10336,86778,445
10337,86779,445
10338,86780,445
10339,86781,445
10340,86782,445
10341,86783,445
10342,86784,445
10343,86785,445
10344,86786,445
10345,86787,445
10346,86788,445
10347,86789,445
10348,86790,445
10349,86791,445
10350,86792,445
10351,86794,445
10352,86795,445
10353,86796,445
10354,86797,445
10355,86798,445
10356,86799,445
10357,86800,445
10358,86801,445
10359,86802,445
10360,86803,445
10361,86804,445
10362,86805,445
10363,86806,445
10364,86807,445
10365,86808,445
10366,86809,445
10367,86810,445
10368,86811,445
10369,86812,445
10370,86813,445
10371,86814,445
10372,86815,445
10373,86816,445
10374,86817,445
10375,86818,445
10376,86819,445
10377,86820,445
10378,86821,445
10379,86822,445
10380,86823,445
10381,86824,445
10382,86825,445
10383,86826,445
10384,86827,445
10385,86828,445
10386,86829,445
10387,86830,445
10388,86831,445
10389,86832,445
10390,86833,445
10391,86834,445
10392,86835,445
10393,86836,445
10394,86837,445
10395,86838,445
10396,86839,445
10397,86840,445
10398,86841,445
10399,86842,445
10400,86843,445
10401,86844,445
10402,86845,445
10403,86846,445
10404,86847,445
10405,86848,445
10406,86849,445
10407,86850,445
10408,86851,445
10409,86852,445
10410,86853,445
10411,86854,445
10412,86855,445
10413,86856,445
10414,86857,445
10415,86858,445
10416,86859,445
10417,86860,445
10418,86861,445
10419,86862,445
10420,86863,445
10421,86864,445
10422,86865,445
10423,86866,445
10424,86867,445
10425,86868,445
10426,86869,445
10427,86870,445
10428,86871,445
10429,86872,445
10430,86873,445
10431,86874,445
10432,86875,445
10433,86876,445
10434,86877,445
10435,86878,445
10436,86879,445
10437,86880,445
10438,86881,445
10439,86882,445
10440,86883,445
10441,86884,445
10442,86885,445
10443,86886,445
10444,86887,445
10445,86888,445
10446,86889,445
10447,86890,445
10448,86891,445
10449,86892,445
10450,86893,445
10451,86894,445
10452,86895,445
10453,86896,445
10454,86897,445
10455,86898,445
10456,86899,445
10457,86900,445
10458,86901,445
10459,86902,445
10460,86903,445
10461,86904,445
10462,86905,445
10463,86906,445
10464,86907,445
10465,86908,445
10466,86909,445
10467,86910,445
10468,86911,445
10469,86912,445
10470,86913,445
10471,86914,445
10472,86915,445
10473,86916,445
10474,86917,445
10475,86918,445
10476,86919,445
10477,86920,445
10478,86921,445
10479,86922,445
10480,86923,445
10481,86924,445
10482,86925,445
10483,86926,445
10484,86927,445
10485,86928,445
10486,86929,445
10487,86930,445
10488,86931,445
10489,86932,445
10490,86933,445
10491,86934,445
10492,86935,445
10493,86936,445
10494,86937,445
10495,86938,445
10496,86939,445
10497,86940,445
10498,86941,445
10499,86942,445
10500,86943,445
10501,86944,445
10502,86945,445
10503,86946,445
10504,86947,445
10505,86948,445
10506,86949,445
10507,86950,445
10508,86951,445
10509,86952,445
10510,86953,445
10511,86954,445
10512,86955,445
10513,86956,445
10514,86957,445
10515,86958,445
10516,86959,445
10517,86960,445
10518,86961,445
10519,86962,445
10520,86963,445
10521,86964,445
10522,86965,445
10523,86966,445
10524,86967,445
10525,86968,445
10526,86969,445
10527,86970,445
10528,86971,445
10529,86972,445
10530,86973,445
10531,86974,445
10532,86975,445
10533,86976,445
10534,86977,445
10535,86978,445
10536,86979,445
10537,86980,445
10538,86981,445
10539,86982,445
10540,86983,445
10541,86984,445
10542,86985,445
10543,86986,445
10544,86987,445
10545,86988,445
10546,86989,445
10547,86990,445
10548,86991,445
10549,86992,445
10550,86993,445
10551,86994,445
10552,86995,445
10553,86996,445
