644;362;272;204;155;115
645;365;274;205;156;115
646;369;277;208;158;117
647;372;279;209;159;118
648;376;282;212;161;119
649;379;284;213;162;120
650;383;287;215;164;121
651;386;290;217;165;122
652;390;293;219;167;123
653;393;295;221;168;124
654;397;298;223;170;126
655;401;301;226;172;127
656;405;304;228;174;128
657;408;306;230;175;129
658;412;309;232;177;130
659;416;312;234;178;132
660;420;315;236;180;133
661;424;318;239;182;134
662;428;321;241;183;135
663;432;324;243;185;137
664;436;327;245;187;138
665;440;330;248;189;139
666;444;333;250;190;140
667;448;336;252;192;142
668;452;339;254;194;143
669;457;343;257;196;145
670;461;346;259;198;146
671;465;349;262;199;147
672;470;353;264;201;149
673;474;356;267;203;150
674;479;359;269;205;152
675;483;362;272;207;153
676;488;366;275;209;154
677;492;369;277;211;156
678;497;373;280;213;157
679;501;376;282;215;159
680;506;380;285;217;160
681;511;383;287;219;162
682;516;387;290;221;163
683;520;390;293;223;165
684;525;394;295;225;166
685;530;398;298;227;168
686;535;401;301;229;169
687;540;405;304;231;171
688;545;409;307;234;172
689;550;413;309;236;174
690;555;416;312;238;176
691;561;421;316;240;178
692;566;425;318;243;179
693;571;428;321;245;181
694;577;433;325;247;183
695;582;437;327;249;184
696;587;440;330;252;186
697;593;445;334;254;188
698;598;449;336;256;189
699;604;453;340;259;191
700;610;458;343;261;193
701;615;461;346;264;195
702;621;466;349;266;196
703;627;470;353;269;198
704;633;475;356;271;200
705;639;479;359;274;202
706;645;484;363;276;204
707;651;488;366;279;206
708;657;493;370;282;208
709;663;497;373;284;210
710;669;502;376;287;212
711;675;506;380;289;214
712;682;512;384;292;216
713;688;516;387;295;218
714;695;521;391;298;220
715;701;526;394;300;222
716;708;531;398;303;224
717;714;536;402;306;226
718;721;541;406;309;228
719;728;546;410;312;230
720;735;551;413;315;233
721;741;556;417;318;234
722;748;561;421;321;237
723;755;566;425;324;239
724;762;572;429;327;241
725;770;578;433;330;244
726;777;583;437;333;246
727;784;588;441;336;248
728;791;593;445;339;250
729;799;599;449;342;253
730;806;605;453;345;255
731;814;611;458;349;258
732;821;616;462;352;260
733;829;622;466;355;262
734;837;628;471;359;265
735;845;634;475;362;267
736;853;640;480;366;270
737;861;646;484;369;272
738;869;652;489;372;275
739;877;658;493;376;277
740;885;664;498;379;280
741;893;670;502;383;283
742;902;677;507;387;285
743;910;683;512;390;288
744;919;689;517;394;291
745;927;695;521;397;293
746;936;702;527;401;296
747;945;709;532;405;299
748;954;716;537;409;302
749;962;722;541;412;304
750;971;728;546;416;307
751;981;736;552;420;310
752;990;743;557;424;313
753;999;749;562;428;316
754;1008;756;567;432;319
755;1018;764;573;436;322
756;1027;770;578;440;325
757;1037;778;583;444;328
758;1047;785;589;449;331
759;1056;792;594;453;334
760;1066;800;600;457;337
761;1076;807;605;461;340
762;1086;815;611;465;344
763;1097;823;617;470;347
764;1107;830;623;474;350
765;1117;838;628;479;353
766;1128;846;635;483;357
767;1138;854;640;488;360
768;1149;862;646;492;364
769;1160;870;653;497;367
770;1170;878;658;501;370
771;1181;886;664;506;374
772;1192;894;671;511;377
773;1204;903;677;516;381
774;1215;911;683;521;384
775;1226;920;690;525;388
776;1238;929;696;531;392
777;1249;937;703;535;395
778;1261;946;709;540;399
779;1273;955;716;546;403
780;1285;964;723;551;407
781;1297;973;730;556;410
782;1309;982;736;561;414
783;1321;991;743;566;418
784;1334;1001;750;572;422
785;1346;1010;757;577;426
786;1359;1019;764;582;430
787;1371;1028;771;588;434
788;1384;1038;779;593;438
789;1397;1048;786;599;442
790;1410;1058;793;604;446
791;1423;1067;800;610;450
792;1437;1078;808;616;455
793;1450;1088;816;621;459
794;1464;1098;824;627;463
795;1477;1108;831;633;467
796;1491;1118;839;639;472
797;1505;1129;847;645;476
798;1519;1139;854;651;481
799;1534;1151;863;657;485
800;1548;1161;871;663;490
801;1562;1172;879;669;494
802;1577;1183;887;676;499
803;1592;1194;896;682;504
804;1607;1205;904;689;508
805;1622;1217;912;695;513
806;1637;1228;921;702;518
807;1652;1239;929;708;523
808;1668;1251;938;715;528
809;1683;1262;947;721;533
810;1699;1274;956;728;538
811;1715;1286;965;735;543
812;1731;1298;974;742;548
813;1747;1310;983;749;553
814;1764;1323;992;756;558
815;1780;1335;1001;763;563
816;1797;1348;1011;770;569
817;1814;1361;1020;777;574
818;1831;1373;1030;785;579
819;1848;1386;1040;792;585
820;1865;1399;1049;799;590
821;1882;1412;1059;807;595
822;1900;1425;1069;814;601
823;1918;1439;1079;822;607
824;1936;1452;1089;830;613
825;1954;1466;1099;837;618
826;1972;1479;1109;845;624
827;1991;1493;1120;853;630
828;2009;1507;1130;861;636
829;2028;1521;1141;869;642
830;2047;1535;1151;877;648
831;2066;1550;1162;885;654
832;2086;1565;1173;894;660
833;2105;1579;1184;902;666
834;2125;1594;1195;911;672
835;2145;1609;1207;919;679
836;2165;1624;1218;928;685
837;2185;1639;1229;936;691
838;2206;1655;1241;945;698
839;2226;1670;1252;954;704
840;2247;1685;1264;963;711
841;2268;1701;1276;972;718
842;2289;1717;1288;981;724
843;2311;1733;1300;990;731
844;2332;1749;1312;999;738
845;2354;1766;1324;1009;745
846;2376;1782;1337;1018;752
847;2398;1799;1349;1028;759
848;2421;1816;1362;1038;766
849;2444;1833;1375;1047;773
850;2466;1850;1387;1057;780
851;2490;1868;1401;1067;788
852;2513;1885;1414;1077;795
853;2536;1902;1427;1087;802
854;2560;1920;1440;1097;810
855;2584;1938;1454;1107;818
856;2608;1956;1467;1118;825
857;2633;1975;1481;1128;833
858;2657;1993;1495;1139;841
859;2682;2012;1509;1149;849
860;2707;2030;1523;1160;857
861;2733;2050;1537;1171;865
862;2758;2069;1551;1182;873
863;2784;2088;1566;1193;881
864;2810;2108;1581;1204;889
865;2836;2127;1595;1215;897
866;2863;2147;1610;1227;906
867;2890;2168;1626;1239;914
868;2917;2188;1641;1250;923
869;2944;2208;1656;1262;932
870;2972;2229;1672;1274;940
871;3000;2250;1688;1286;949
872;3028;2271;1703;1298;958
873;3056;2292;1719;1310;967
874;3085;2314;1735;1322;976
875;3113;2335;1751;1334;985
876;3143;2357;1768;1347;994
877;3172;2379;1784;1359;1004
878;3202;2402;1801;1372;1013
879;3232;2424;1818;1385;1023
880;3262;2447;1835;1398;1032
881;3292;2469;1852;1411;1042
882;3323;2492;1869;1424;1051
883;3354;2516;1887;1437;1061
884;3386;2540;1905;1451;1071
885;3417;2563;1922;1464;1081
886;3449;2587;1940;1478;1091
887;3482;2612;1959;1492;1102
888;3514;2636;1977;1506;1112
889;3547;2660;1995;1520;1122
890;3580;2685;2014;1534;1133
891;3614;2711;2033;1549;1143
892;3648;2736;2052;1563;1154
893;3682;2762;2071;1578;1165
894;3716;2787;2090;1593;1176
895;3751;2813;2110;1608;1187
896;3786;2840;2130;1623;1198
897;3822;2867;2150;1638;1209
898;3858;2894;2170;1653;1221
899;3894;2921;2190;1669;1232
900;3930;2948;2211;1684;1243
901;3967;2975;2231;1700;1255
902;4004;3003;2252;1716;1267
903;4042;3032;2274;1732;1279
904;4079;3059;2294;1748;1291
905;4118;3089;2316;1765;1303
906;4156;3117;2338;1781;1315
907;4195;3146;2360;1798;1327
908;4234;3176;2382;1815;1340
909;4274;3206;2404;1832;1352
910;4314;3236;2427;1849;1365
911;4354;3266;2449;1866;1378
912;4395;3296;2472;1884;1391
913;4436;3327;2495;1901;1404
914;4478;3359;2519;1919;1417
915;4520;3390;2543;1937;1430
916;4562;3422;2566;1955;1443
917;4605;3454;2590;1974;1457
918;4648;3486;2615;1992;1471
919;4691;3518;2639;2010;1484
920;4735;3551;2663;2029;1498
921;4779;3584;2688;2048;1512
922;4824;3618;2714;2067;1526
923;4869;3652;2739;2087;1541
924;4915;3686;2765;2106;1555
925;4961;3721;2791;2126;1570
926;5007;3755;2816;2146;1584
927;5054;3791;2843;2166;1599
928;5102;3827;2870;2187;1614
929;5149;3862;2896;2207;1629
930;5198;3899;2924;2228;1645
931;5246;3935;2951;2248;1660
932;5295;3971;2978;2269;1675
933;5345;4009;3007;2291;1691
934;5395;4046;3035;2312;1707
935;5445;4084;3063;2334;1723
936;5496;4122;3092;2355;1739
937;5548;4161;3121;2378;1755
938;5600;4200;3150;2400;1772
939;5652;4239;3179;2422;1788
940;5705;4279;3209;2445;1805
941;5759;4319;3239;2468;1822
942;5812;4359;3269;2491;1839
943;5867;4400;3300;2514;1856
944;5922;4442;3331;2538;1874
945;5977;4483;3362;2562;1891
946;6033;4525;3394;2586;1909
947;6090;4568;3426;2610;1927
948;6147;4610;3458;2634;1945
949;6204;4653;3490;2659;1963
950;6262;4697;3522;2684;1981
951;6321;4741;3556;2709;2000
952;6380;4785;3589;2734;2019
953;6440;4830;3623;2760;2038
954;6500;4875;3656;2786;2057
955;6561;4921;3691;2812;2076
956;6622;4967;3725;2838;2095
957;6684;5013;3760;2865;2115
958;6747;5060;3795;2892;2135
959;6810;5108;3831;2919;2155
960;6874;5156;3867;2946;2175
961;6938;5204;3903;2973;2195
962;7003;5252;3939;3001;2216
963;7069;5302;3976;3030;2237
964;7135;5351;4013;3058;2258
965;7202;5402;4051;3087;2279
966;7269;5452;4089;3115;2300
967;7337;5503;4127;3144;2321
968;7406;5555;4166;3174;2343
969;7475;5606;4205;3204;2365
970;7545;5659;4244;3234;2387
971;7616;5712;4284;3264;2410
972;7687;5765;4324;3294;2432
973;7759;5819;4364;3325;2455
974;7832;5874;4406;3357;2478
975;7905;5929;4447;3388;2501
976;7979;5984;4488;3420;2525
977;8054;6041;4530;3452;2548
978;8129;6097;4573;3484;2572
979;8205;6154;4615;3516;2596
980;8282;6212;4659;3549;2620
981;8359;6269;4702;3582;2645
982;8438;6329;4746;3616;2670
983;8517;6388;4791;3650;2695
984;8596;6447;4835;3684;2720
985;8677;6508;4881;3719;2745
986;8758;6569;4926;3753;2771
987;8840;6630;4973;3789;2797
988;8923;6692;5019;3824;2823
989;9006;6755;5066;3860;2850
990;9091;6818;5114;3896;2876
991;9176;6882;5162;3933;2903
992;9262;6947;5210;3969;2931
993;9348;7011;5258;4006;2958
994;9436;7077;5308;4044;2986
995;9524;7143;5357;4082;3013
996;9613;7210;5407;4120;3042
997;9703;7277;5458;4158;3070
998;9794;7346;5509;4197;3099
999;9886;7415;5561;4237;3128
1000;9978;7484;5613;4276;3157
